Time Since Start (5s)	InfluxDB					Grafana					Python				
	VIRT	RES	SHR	%CPU	%MEM	VIRT	RES	SHR	%CPU	%MEM	VIRT	RES	SHR	%CPU	%MEM
172	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
173	818648	56264	11560	3	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1	1.4
174	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
175	818648	56264	11560	2.8	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
176	818648	56264	11560	1.2	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
177	818648	56264	11560	7.9	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.6	1.4
178	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.4	1.4
179	818648	56264	11560	2.8	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.2	1.4
180	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
181	818648	56264	11560	2.8	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
182	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
183	818648	56264	11560	3	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
184	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
185	818648	56264	11560	3	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.4	1.4
186	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
187	818648	56264	11560	2.8	6	917152	25500	14948	0.2	2.7	16812	13352	6488	1.2	1.4
188	818648	56264	11560	1	6	917152	25500	14948	0.4	2.7	16812	13352	6488	1.6	1.4
189	818648	56264	11560	8.7	6	917152	25500	14948	0	2.7	16812	13352	6488	1.6	1.4
190	818648	56264	11560	1	6	917152	25436	14948	0.4	2.7	16812	13352	6488	1.4	1.4
191	818648	56264	11560	2.8	6	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
192	818648	56264	11560	1	6	917152	25436	14948	0.4	2.7	16812	13352	6488	1.6	1.4
193	818648	56264	11560	3	6	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
194	818648	56264	11560	0.8	6	917152	25436	14948	1.8	2.7	16812	13352	6488	1.4	1.4
195	818648	56264	11560	2.8	6	917152	25436	14948	0.2	2.7	16812	13352	6488	1.4	1.4
196	818648	56264	11560	1	6	917152	25436	14948	0.2	2.7	16812	13352	6488	1.6	1.4
197	818648	56264	11560	2.8	6	917152	25436	14948	0.4	2.7	16812	13352	6488	1.2	1.4
