1413741615 utime AM_vel(rpm) AM_supV(dV) AM_supI(dA)
1413741634 20923 -5904 -18705 -6784
1413741635 21174 -5904 -18705 -6784
1413741635 21429 -5904 -18705 -6784
1413741635 21684 -5904 -18705 -6784
1413741635 21939 -5904 -18705 -6784
1413741636 22196 -5904 -18705 -6784
1413741636 22447 -5904 -18705 -6784
1413741636 22702 -5904 -18705 -6784
1413741636 22953 -5904 -18705 -6784
1413741637 23204 -5904 -18705 -6784
1413741637 23455 -5904 -18705 -6784
1413741637 23709 -5904 -18705 -6784
1413741637 23960 -5904 -18705 -6784
1413741638 24213 -5904 -18705 -6784
1413741638 24468 -5904 -18705 -6784
1413741638 24720 -5904 -18705 -6784
1413741638 24971 -5904 -18705 -6784
1413741639 25222 -5904 -18705 -6784
1413741639 25473 -5904 -18705 -6784
1413741639 25724 -5904 -18705 -6784
1413741639 25976 -5904 -18705 -6784
1413741640 26227 -5904 -18705 -6784
1413741640 26479 -5904 -18705 -6784
1413741640 26734 -5904 -18705 -6784
1413741640 26985 -5904 -18705 -6784
1413741641 27239 -5904 -18705 -6784
1413741641 27495 -5904 -18705 -6784
1413741641 27749 -5904 -18705 -6784
1413741642 28001 -5904 -18705 -6784
1413741642 28256 -5904 -18705 -6784
1413741642 28508 -5904 -18705 -6784
1413741642 28762 -5904 -18705 -6784
1413741643 29015 -5904 -18705 -6784
1413741643 29266 -5904 -18705 -6784
1413741643 29520 -5904 -18705 -6784
1413741643 29774 -5904 -18705 -6784
1413741644 30029 -5904 -18705 -6784
1413741644 30280 -5904 -18705 -6784
1413741644 30535 -5904 -18705 -6784
1413741644 30788 -5904 -18705 -6784
1413741645 31041 -5904 -18705 -6784
1413741645 31295 -5904 -18705 -6784
1413741645 31547 -5904 -18705 -6784
1413741645 31800 -5904 -18705 -6784
1413741646 32053 -5904 -18705 -6784
1413741646 32309 -5904 -18705 -6784
1413741646 32561 -5904 -18705 -6784
1413741646 32819 -5904 -18705 -6784
1413741647 33070 -5904 -18705 -6784
1413741647 33329 -5904 -18705 -6784
1413741647 33588 -5904 -18705 -6784
1413741647 33846 -5904 -18705 -6784
1413741648 34102 -5904 -18705 -6784
1413741648 34353 -5904 -18705 -6784
1413741648 34609 -5904 -18705 -6784
1413741648 34860 -5904 -18705 -6784
1413741649 35116 -5904 -18705 -6784
1413741649 35703 -5904 -18705 -6784
1413741649 35955 -5904 -18705 -6784
1413741650 36212 -5904 -18705 -6784
1413741650 36464 -5904 -18705 -6784
1413741650 36720 -5904 -18705 -6784
1413741650 36978 -5904 -18705 -6784
1413741651 37231 -5904 -18705 -6784
1413741651 37486 -5904 -18705 -6784
1413741651 37741 -5904 -18705 -6784
1413741651 37999 -5904 -18705 -6784
1413741652 38257 -5904 -18705 -6784
1413741652 38511 -5904 -18705 -6784
1413741652 38764 -5904 -18705 -6784
1413741653 39016 -5904 -18705 -6784
1413741653 39269 -5904 -18705 -6784
1413741653 39520 -5904 -18705 -6784
1413741653 39776 -5904 -18705 -6784
1413741654 40028 -5904 -18705 -6784
1413741654 40282 -5904 -18705 -6784
1413741654 40535 -5904 -18705 -6784
1413741654 40789 -5904 -18705 -6784
1413741655 41041 -5904 -18705 -6784
1413741655 41293 -5904 -18705 -6784
1413741655 41549 -5904 -18705 -6784
1413741655 41805 -5904 -18705 -6784
1413741656 42059 -5904 -18705 -6784
1413741656 42311 -5904 -18705 -6784
1413741656 42570 -5904 -18705 -6784
1413741656 42826 -5904 -18705 -6784
1413741657 43083 -5904 -18705 -6784
1413741657 43343 -5904 -18705 -6784
1413741657 43595 -5904 -18705 -6784
1413741657 43847 -5904 -18705 -6784
1413741658 44105 -5904 -18705 -6784
1413741658 44364 -5904 -18705 -6784
1413741658 44618 -5904 -18705 -6784
1413741658 44869 -5904 -18705 -6784
1413741659 45123 -5904 -18705 -6784
1413741659 45374 -5904 -18705 -6784
1413741659 45628 -5904 -18705 -6784
1413741659 45882 -5904 -18705 -6784
1413741660 46135 -5904 -18705 -6784
1413741660 46394 -5904 -18705 -6784
1413741660 46651 -5904 -18705 -6784
1413741660 46904 -5904 -18705 -6784
1413741661 47159 -5904 -18705 -6784
1413741661 47420 -5904 -18705 -6784
1413741661 47677 -5904 -18705 -6784
1413741661 47931 -5904 -18705 -6784
1413741662 48183 -5904 -18705 -6784
1413741662 48439 -5904 -18705 -6784
1413741662 48690 -5904 -18705 -6784
1413741662 48946 -5904 -18705 -6784
1413741663 49202 -5904 -18705 -6784
1413741663 49455 -5904 -18705 -6784
1413741663 49710 -5904 -18705 -6784
1413741663 49969 -5904 -18705 -6784
1413741664 50224 -5904 -18705 -6784
1413741664 50490 -5904 -18705 -6784
1413741664 50745 -5904 -18705 -6784
1413741664 50996 -5904 -18705 -6784
1413741665 51247 -5904 -18705 -6784
1413741665 51498 -5904 -18705 -6784
1413741665 51753 -5904 -18705 -6784
1413741666 52005 -5904 -18705 -6784
1413741666 52256 -5904 -18705 -6784
1413741666 52507 -5904 -18705 -6784
1413741666 52758 -5904 -18705 -6784
1413741667 53010 -5904 -18705 -6784
1413741667 53261 -5904 -18705 -6784
1413741667 53529 -5904 -18705 -6784
1413741667 53782 -5904 -18705 -6784
1413741668 54040 -5904 -18705 -6784
1413741668 54296 -5904 -18705 -6784
1413741668 54551 -5904 -18705 -6784
1413741668 54803 -5904 -18705 -6784
1413741669 55054 -5904 -18705 -6784
1413741669 55309 -5904 -18705 -6784
1413741669 55565 -5904 -18705 -6784
1413741669 55816 -5904 -18705 -6784
1413741670 56073 -5904 -18705 -6784
1413741670 56340 -5904 -18705 -6784
1413741670 56593 -5904 -18705 -6784
1413741670 56844 -5904 -18705 -6784
1413741671 57098 -5904 -18705 -6784
1413741671 57353 -5904 -18705 -6784
1413741671 57609 -5904 -18705 -6784
1413741671 57865 -5904 -18705 -6784
1413741672 58116 -5904 -18705 -6784
1413741672 58374 -5904 -18705 -6784
1413741672 58630 -5904 -18705 -6784
1413741672 58888 -5904 -18705 -6784
1413741673 59142 -5904 -18705 -6784
1413741673 59399 -5904 -18705 -6784
1413741673 59653 -5904 -18705 -6784
1413741673 59910 -5904 -18705 -6784
1413741674 60162 -5904 -18705 -6784
1413741674 60415 -5904 -18705 -6784
1413741674 60667 -5904 -18705 -6784
1413741674 60921 -5904 -18705 -6784
1413741675 61172 -5904 -18705 -6784
1413741675 61426 -5904 -18705 -6784
1413741675 61683 -5904 -18705 -6784
1413741675 61940 -5904 -18705 -6784
1413741676 62195 -5904 -18705 -6784
1413741676 62447 -5904 -18705 -6784
1413741676 62704 -5904 -18705 -6784
1413741676 62955 -5904 -18705 -6784
1413741677 63208 -5904 -18705 -6784
1413741677 63480 -5904 -18705 -6784
1413741677 63734 -5904 -18705 -6784
1413741677 63989 -5904 -18705 -6784
1413741678 64246 -5904 -18705 -6784
1413741678 64502 -5904 -18705 -6784
1413741678 64756 -5904 -18705 -6784
1413741679 65007 -5904 -18705 -6784
1413741679 65258 -5904 -18705 -6784
1413741679 65518 -5904 -18705 -6784
1413741679 65774 -5904 -18705 -6784
1413741680 66030 -5904 -18705 -6784
1413741680 66281 -5904 -18705 -6784
1413741680 66539 -5904 -18705 -6784
1413741680 66797 -5904 -18705 -6784
1413741681 67052 -5904 -18705 -6784
1413741681 67308 -5904 -18705 -6784
1413741681 67562 -5904 -18705 -6784
1413741681 67814 -5904 -18705 -6784
1413741682 68066 -5904 -18705 -6784
1413741682 68322 -5904 -18705 -6784
1413741682 68576 -5904 -18705 -6784
1413741682 68834 -5904 -18705 -6784
1413741683 69085 -5904 -18705 -6784
1413741683 69336 -5904 -18705 -6784
1413741683 69593 -5904 -18705 -6784
1413741683 69845 -5904 -18705 -6784
1413741684 70096 -5904 -18705 -6784
1413741684 70351 -5904 -18705 -6784
1413741684 70606 -5904 -18705 -6784
1413741684 70863 -5904 -18705 -6784
1413741685 71114 -5904 -18705 -6784
1413741685 71365 -5904 -18705 -6784
1413741685 71706 -5904 -18705 -6784
1413741685 71960 -5904 -18705 -6784
1413741686 72212 -5904 -18705 -6784
1413741686 72472 -5904 -18705 -6784
1413741686 72728 -5904 -18705 -6784
1413741686 72983 -5904 -18705 -6784
1413741687 73236 -5904 -18705 -6784
1413741687 73497 -5904 -18705 -6784
1413741687 73751 -5904 -18705 -6784
1413741688 74007 -5904 -18705 -6784
1413741688 74263 -5904 -18705 -6784
1413741688 74515 -5904 -18705 -6784
1413741688 74769 -5904 -18705 -6784
1413741689 75027 -5904 -18705 -6784
1413741689 75282 -5904 -18705 -6784
1413741689 75533 -5904 -18705 -6784
1413741689 75792 -5904 -18705 -6784
1413741690 76049 -5904 -18705 -6784
1413741690 76303 -5904 -18705 -6784
1413741690 76559 -5904 -18705 -6784
1413741690 76813 -5904 -18705 -6784
1413741691 77070 -5904 -18705 -6784
1413741691 77326 -5904 -18705 -6784
1413741691 77580 -5904 -18705 -6784
1413741691 77832 -5904 -18705 -6784
1413741692 78088 -5904 -18705 -6784
1413741692 78345 -5904 -18705 -6784
1413741692 78599 -5904 -18705 -6784
1413741692 78852 -5904 -18705 -6784
1413741693 79113 -5904 -18705 -6784
1413741693 79366 -5904 -18705 -6784
1413741693 79624 -5904 -18705 -6784
1413741693 79881 -5904 -18705 -6784
1413741694 80138 -5904 -18705 -6784
1413741694 80390 -5904 -18705 -6784
1413741694 80652 -5904 -18705 -6784
1413741694 80907 -5904 -18705 -6784
1413741695 81164 -5904 -18705 -6784
1413741695 81418 -5904 -18705 -6784
1413741695 81675 -5904 -18705 -6784
1413741695 81935 -5904 -18705 -6784
1413741696 82189 -5904 -18705 -6784
1413741696 82445 -5904 -18705 -6784
1413741696 82697 -5904 -18705 -6784
1413741696 82952 -5904 -18705 -6784
1413741697 83205 -5904 -18705 -6784
1413741697 83456 -5904 -18705 -6784
1413741697 83714 -5904 -18705 -6784
1413741697 83965 -5904 -18705 -6784
1413741698 84220 -5904 -18705 -6784
1413741698 84482 -5904 -18705 -6784
1413741698 84738 -5904 -18705 -6784
1413741698 84994 -5904 -18705 -6784
1413741699 85246 -5904 -18705 -6784
1413741699 85499 -5904 -18705 -6784
1413741699 85752 -5904 -18705 -6784
1413741700 86010 -5904 -18705 -6784
1413741700 86263 -5904 -18705 -6784
1413741700 86517 -5904 -18705 -6784
1413741700 86768 -5904 -18705 -6784
1413741701 87023 -5904 -18705 -6784
1413741701 87277 -5904 -18705 -6784
1413741701 87533 -5904 -18705 -6784
1413741701 87788 -5904 -18705 -6784
1413741702 88039 -5904 -18705 -6784
1413741702 88295 -5904 -18705 -6784
1413741702 88547 -5904 -18705 -6784
1413741702 88802 -5904 -18705 -6784
1413741703 89059 -5904 -18705 -6784
1413741703 89315 -5904 -18705 -6784
1413741703 89566 -5904 -18705 -6784
1413741703 89822 -5904 -18705 -6784
1413741704 90073 -5904 -18705 -6784
1413741704 90326 -5904 -18705 -6784
1413741704 90582 -5904 -18705 -6784
1413741704 90842 -5904 -18705 -6784
1413741705 91094 -5904 -18705 -6784
1413741705 91351 -5904 -18705 -6784
1413741705 91606 -5904 -18705 -6784
1413741705 91858 -5904 -18705 -6784
1413741706 92110 -5904 -18705 -6784
1413741706 92361 -5904 -18705 -6784
1413741706 92619 -5904 -18705 -6784
1413741706 92872 -5904 -18705 -6784
1413741707 93128 -5904 -18705 -6784
1413741707 93382 -5904 -18705 -6784
1413741707 93640 -5904 -18705 -6784
1413741707 93898 -5904 -18705 -6784
1413741708 94153 -5904 -18705 -6784
1413741708 94412 -5904 -18705 -6784
1413741708 94668 -5904 -18705 -6784
1413741708 94924 -5904 -18705 -6784
1413741709 95177 -5904 -18705 -6784
1413741709 95428 -5904 -18705 -6784
1413741709 95679 -5904 -18705 -6784
1413741709 95935 -5904 -18705 -6784
1413741710 96186 -5904 -18705 -6784
1413741710 96437 -5904 -18705 -6784
1413741710 96699 -5904 -18705 -6784
1413741710 96950 -5904 -18705 -6784
1413741711 97205 -5904 -18705 -6784
1413741711 97457 -5904 -18705 -6784
1413741711 97713 -5904 -18705 -6784
1413741711 97970 -5904 -18705 -6784
1413741712 98224 -5904 -18705 -6784
1413741712 98481 -5904 -18705 -6784
1413741712 98735 -5904 -18705 -6784
1413741712 98991 -5904 -18705 -6784
1413741713 99248 -5904 -18705 -6784
1413741713 99502 -5904 -18705 -6784
1413741713 99755 -5904 -18705 -6784
1413741714 100008 -5904 -18705 -6784
1413741714 100262 -5904 -18705 -6784
1413741714 100522 -5904 -18705 -6784
1413741714 100776 -5904 -18705 -6784
1413741715 101029 -5904 -18705 -6784
1413741715 101283 -5904 -18705 -6784
1413741715 101553 -5904 -18705 -6784
1413741715 101804 -5904 -18705 -6784
1413741716 102057 -5904 -18705 -6784
1413741716 102311 -5904 -18705 -6784
1413741716 102569 -5904 -18705 -6784
1413741716 102828 -5904 -18705 -6784
1413741717 103079 -5904 -18705 -6784
1413741717 103334 -5904 -18705 -6784
1413741717 103585 -5904 -18705 -6784
1413741717 103837 -5904 -18705 -6784
1413741718 104089 -5904 -18705 -6784
1413741718 104340 -5904 -18705 -6784
1413741718 104595 -5904 -18705 -6784
1413741718 104849 -5904 -18705 -6784
1413741719 105106 -5904 -18705 -6784
1413741719 105357 -5904 -18705 -6784
1413741719 105609 -5904 -18705 -6784
1413741719 105860 -5904 -18705 -6784
1413741720 106111 -5904 -18705 -6784
1413741720 106362 -5904 -18705 -6784
1413741720 106620 -5904 -18705 -6784
1413741720 106877 -5904 -18705 -6784
1413741721 107133 -5904 -18705 -6784
1413741721 107387 -5904 -18705 -6784
1413741721 107640 -5904 -18705 -6784
1413741721 107898 -5904 -18705 -6784
1413741722 108154 -5904 -18705 -6784
1413741722 108411 -5904 -18705 -6784
1413741722 108663 -5904 -18705 -6784
1413741722 108920 -5904 -18705 -6784
1413741723 109174 -5904 -18705 -6784
1413741723 109425 -5904 -18705 -6784
1413741723 109679 -5904 -18705 -6784
1413741723 109933 -5904 -18705 -6784
1413741724 110194 -5904 -18705 -6784
1413741724 110451 -5904 -18705 -6784
1413741724 110709 -5904 -18705 -6784
1413741724 110962 -5904 -18705 -6784
1413741725 111219 -5904 -18705 -6784
1413741725 111473 -5904 -18705 -6784
1413741725 111727 -5904 -18705 -6784
1413741725 111982 -5904 -18705 -6784
1413741726 112238 -5904 -18705 -6784
1413741726 112494 -5904 -18705 -6784
1413741726 112745 -5904 -18705 -6784
1413741727 113002 -5904 -18705 -6784
1413741727 113259 -5904 -18705 -6784
1413741727 113511 -5904 -18705 -6784
1413741727 113765 -5904 -18705 -6784
1413741728 114020 -5904 -18705 -6784
1413741728 114273 -5904 -18705 -6784
1413741728 114525 -5904 -18705 -6784
1413741728 114779 -5904 -18705 -6784
1413741729 115037 -5904 -18705 -6784
1413741729 115288 -5904 -18705 -6784
1413741729 115545 -5904 -18705 -6784
1413741729 115805 -5904 -18705 -6784
1413741730 116058 -5904 -18705 -6784
1413741730 116318 -5904 -18705 -6784
1413741730 116573 -5904 -18705 -6784
1413741730 116829 -5904 -18705 -6784
1413741731 117087 -5904 -18705 -6784
1413741731 117344 -5904 -18705 -6784
1413741731 117608 -5904 -18705 -6784
1413741731 117861 -5904 -18705 -6784
1413741732 118115 -5904 -18705 -6784
1413741732 118372 -5904 -18705 -6784
1413741732 118626 -5904 -18705 -6784
1413741732 118880 -5904 -18705 -6784
1413741733 119131 -5904 -18705 -6784
1413741733 119383 -5904 -18705 -6784
1413741733 119637 -5904 -18705 -6784
1413741733 119890 -5904 -18705 -6784
1413741734 120143 -5904 -18705 -6784
1413741734 120398 -5904 -18705 -6784
1413741734 120652 -5904 -18705 -6784
1413741734 120907 -5904 -18705 -6784
1413741735 121160 -5904 -18705 -6784
1413741735 121418 -5904 -18705 -6784
1413741735 121669 -5904 -18705 -6784
1413741735 121922 -5904 -18705 -6784
1413741736 122175 -5904 -18705 -6784
1413741736 122431 -5904 -18705 -6784
1413741736 122686 -5904 -18705 -6784
1413741736 122942 -5904 -18705 -6784
1413741737 123195 -5904 -18705 -6784
1413741737 123448 -5904 -18705 -6784
1413741737 123706 -5904 -18705 -6784
1413741737 123962 -5904 -18705 -6784
1413741738 124216 -5904 -18705 -6784
1413741738 124474 -5904 -18705 -6784
1413741738 124725 -5904 -18705 -6784
1413741738 124981 -5904 -18705 -6784
1413741739 125234 -5904 -18705 -6784
1413741739 125493 -5904 -18705 -6784
1413741739 125751 -5904 -18705 -6784
1413741740 126003 -5904 -18705 -6784
1413741740 126259 -5904 -18705 -6784
1413741740 126514 -5904 -18705 -6784
1413741740 126771 -5904 -18705 -6784
1413741741 127028 -5904 -18705 -6784
1413741741 127281 -5904 -18705 -6784
1413741741 127535 -5904 -18705 -6784
1413741741 127787 -5904 -18705 -6784
1413741742 128042 -5904 -18705 -6784
1413741742 128299 -5904 -18705 -6784
1413741742 128556 -5904 -18705 -6784
1413741742 128822 -5904 -18705 -6784
1413741743 129076 -5904 -18705 -6784
1413741743 129336 -5904 -18705 -6784
1413741743 129593 -5904 -18705 -6784
1413741743 129850 -5904 -18705 -6784
1413741744 130106 -5904 -18705 -6784
1413741744 130357 -5904 -18705 -6784
1413741744 130612 -5904 -18705 -6784
1413741744 130866 -5904 -18705 -6784
1413741745 131121 -5904 -18705 -6784
1413741745 131372 -5904 -18705 -6784
1413741745 131626 -5904 -18705 -6784
1413741745 131877 -5904 -18705 -6784
1413741746 132134 -5904 -18705 -6784
1413741746 132387 -5904 -18705 -6784
1413741746 132642 -5904 -18705 -6784
1413741746 132897 -5904 -18705 -6784
1413741747 133151 -5904 -18705 -6784
1413741747 133407 -5904 -18705 -6784
1413741747 133663 -5904 -18705 -6784
1413741747 133918 -5904 -18705 -6784
1413741748 134171 -5904 -18705 -6784
1413741748 134426 -5904 -18705 -6784
1413741748 134683 -5904 -18705 -6784
1413741748 134940 -5904 -18705 -6784
1413741749 135200 -5904 -18705 -6784
1413741749 135455 -5904 -18705 -6784
1413741749 135708 -5904 -18705 -6784
1413741749 135965 -5904 -18705 -6784
1413741750 136217 -5904 -18705 -6784
1413741750 136474 -5904 -18705 -6784
1413741750 136732 -5904 -18705 -6784
1413741750 136989 -5904 -18705 -6784
1413741751 137240 -5904 -18705 -6784
1413741751 137498 -5904 -18705 -6784
1413741751 137752 -5904 -18705 -6784
1413741752 138007 -5904 -18705 -6784
1413741752 138258 -5904 -18705 -6784
1413741752 138511 -5904 -18705 -6784
1413741752 138766 -5904 -18705 -6784
1413741753 139024 -5904 -18705 -6784
1413741753 139275 -5904 -18705 -6784
1413741753 139534 -5904 -18705 -6784
1413741753 139792 -5904 -18705 -6784
1413741754 140048 -5904 -18705 -6784
1413741754 140302 -5904 -18705 -6784
1413741754 140558 -5904 -18705 -6784
1413741755 141214 -5904 -18705 -6784
1413741755 141465 -5904 -18705 -6784
1413741755 141716 -5904 -18705 -6784
1413741755 141970 -5904 -18705 -6784
1413741756 142221 -5904 -18705 -6784
1413741756 142478 -5904 -18705 -6784
1413741756 142737 -5904 -18705 -6784
1413741756 142991 -5904 -18705 -6784
1413741757 143244 -5904 -18705 -6784
1413741757 143500 -5904 -18705 -6784
1413741757 143753 -5904 -18705 -6784
1413741758 144008 -5904 -18705 -6784
1413741758 144266 -5904 -18705 -6784
1413741758 144518 -5904 -18705 -6784
1413741758 144771 -5904 -18705 -6784
1413741759 145027 -5904 -18705 -6784
1413741759 145280 -5904 -18705 -6784
1413741759 145531 -5904 -18705 -6784
1413741759 145783 -5904 -18705 -6784
1413741760 146039 -5904 -18705 -6784
1413741760 146299 -5904 -18705 -6784
1413741760 146557 -5904 -18705 -6784
1413741760 146812 -5904 -18705 -6784
1413741761 147068 -5904 -18705 -6784
1413741761 147326 -5904 -18705 -6784
1413741761 147577 -5904 -18705 -6784
1413741761 147834 -5904 -18705 -6784
1413741762 148087 -5904 -18705 -6784
1413741762 148343 -5904 -18705 -6784
1413741762 148602 -5904 -18705 -6784
1413741762 148853 -5904 -18705 -6784
1413741763 149109 -5904 -18705 -6784
1413741763 149363 -5904 -18705 -6784
1413741763 149615 -5904 -18705 -6784
1413741763 149869 -5904 -18705 -6784
1413741764 150120 -5904 -18705 -6784
1413741764 150376 -5904 -18705 -6784
1413741764 150627 -5904 -18705 -6784
1413741764 150892 -5904 -18705 -6784
1413741765 151147 -5904 -18705 -6784
1413741765 151398 -5904 -18705 -6784
1413741765 151657 -5904 -18705 -6784
1413741765 151909 -5904 -18705 -6784
1413741766 152166 -5904 -18705 -6784
1413741766 152419 -5904 -18705 -6784
1413741766 152670 -5904 -18705 -6784
1413741766 152928 -5904 -18705 -6784
1413741767 153184 -5904 -18705 -6784
1413741767 153437 -5904 -18705 -6784
1413741767 153692 -5904 -18705 -6784
1413741767 153948 -5904 -18705 -6784
1413741768 154204 -5904 -18705 -6784
1413741768 154455 -5904 -18705 -6784
1413741768 154707 -5904 -18705 -6784
1413741768 154960 -5904 -18705 -6784
1413741769 155212 -5904 -18705 -6784
1413741769 155464 -5904 -18705 -6784
1413741769 155718 -5904 -18705 -6784
1413741769 155971 -5904 -18705 -6784
1413741770 156225 -5904 -18705 -6784
1413741770 156486 -5904 -18705 -6784
1413741770 156740 -5904 -18705 -6784
1413741771 157007 -5904 -18705 -6784
1413741771 157263 -5904 -18705 -6784
1413741771 157520 -5904 -18705 -6784
1413741771 157778 -5904 -18705 -6784
1413741772 158032 -5904 -18705 -6784
1413741772 158287 -5904 -18705 -6784
1413741772 158539 -5904 -18705 -6784
1413741772 158792 -5904 -18705 -6784
1413741773 159044 -5904 -18705 -6784
1413741773 159298 -5904 -18705 -6784
1413741773 159550 -5904 -18705 -6784
1413741773 159826 -5904 -18705 -6784
1413741774 160080 -5904 -18705 -6784
1413741774 160334 -5904 -18705 -6784
1413741774 160586 -5904 -18705 -6784
1413741774 160843 -5904 -18705 -6784
1413741775 161098 -5904 -18705 -6784
1413741775 161356 -5904 -18705 -6784
1413741775 161614 -5904 -18705 -6784
1413741775 161867 -5904 -18705 -6784
1413741776 162126 -5904 -18705 -6784
1413741776 162383 -5904 -18705 -6784
1413741776 162641 -5904 -18705 -6784
1413741776 162906 -5904 -18705 -6784
1413741777 163163 -5904 -18705 -6784
1413741777 163414 -5904 -18705 -6784
1413741777 163671 -5904 -18705 -6784
1413741777 163928 -5904 -18705 -6784
1413741778 164179 -5904 -18705 -6784
1413741778 164433 -5904 -18705 -6784
1413741778 164690 -5904 -18705 -6784
1413741778 164943 -5904 -18705 -6784
1413741779 165199 -5904 -18705 -6784
1413741779 165451 -5904 -18705 -6784
1413741779 165709 -5904 -18705 -6784
1413741779 165968 -5904 -18705 -6784
1413741780 166221 -5904 -18705 -6784
1413741780 166476 -5904 -18705 -6784
1413741780 166729 -5904 -18705 -6784
1413741780 166992 -5904 -18705 -6784
1413741781 167248 -5904 -18705 -6784
1413741781 167505 -5904 -18705 -6784
1413741781 167758 -5904 -18705 -6784
1413741782 168012 -5904 -18705 -6784
1413741782 168270 -5904 -18705 -6784
1413741782 168526 -5904 -18705 -6784
1413741782 168783 -5904 -18705 -6784
1413741783 169041 -5904 -18705 -6784
1413741783 169300 -5904 -18705 -6784
1413741783 169555 -5904 -18705 -6784
1413741783 169814 -5904 -18705 -6784
1413741784 170069 -5904 -18705 -6784
1413741784 170320 -5904 -18705 -6784
1413741784 170582 -5904 -18705 -6784
1413741784 170834 -5904 -18705 -6784
1413741785 171087 -5904 -18705 -6784
1413741785 171343 -5904 -18705 -6784
1413741785 171597 -5904 -18705 -6784
1413741785 171849 -5904 -18705 -6784
1413741786 172105 -5904 -18705 -6784
1413741786 172358 -5904 -18705 -6784
1413741786 172613 -5904 -18705 -6784
1413741786 172864 -5904 -18705 -6784
1413741787 173115 -5904 -18705 -6784
1413741787 173369 -5904 -18705 -6784
1413741787 173621 -5904 -18705 -6784
1413741787 173876 -5904 -18705 -6784
1413741788 174133 -5904 -18705 -6784
1413741788 174385 -5904 -18705 -6784
1413741788 174639 -5904 -18705 -6784
1413741788 174897 -5904 -18705 -6784
1413741789 175153 -5904 -18705 -6784
1413741789 175406 -5904 -18705 -6784
1413741789 175657 -5904 -18705 -6784
1413741789 175913 -5904 -18705 -6784
1413741790 176170 -5904 -18705 -6784
1413741790 176426 -5904 -18705 -6784
1413741790 176678 -5904 -18705 -6784
1413741790 176933 -5904 -18705 -6784
1413741791 177184 -5904 -18705 -6784
1413741791 177441 -5904 -18705 -6784
1413741791 177695 -5904 -18705 -6784
1413741791 177952 -5904 -18705 -6784
1413741792 178203 -5904 -18705 -6784
1413741792 178459 -5904 -18705 -6784
1413741792 178710 -5904 -18705 -6784
1413741792 178962 -5904 -18705 -6784
1413741793 179217 -5904 -18705 -6784
