1413747310 utime UTC_GPS Lat Long Alt Track  GS FIX MagV Date
1413748206 898440 1413748205 3023.3752N 09743.5331W 250.9M 285.90 0.38K 195005.000A2 NAD 191014
1413748207 899442 1413748206 3023.3752N 09743.5331W 250.9M 285.90 0.14K 195006.000A2 NAD 191014
1413748208 900447 1413748207 3023.3752N 09743.5331W 250.9M 285.90 0.46K 195007.000A2 NAD 191014
1413748209 901448 1413748208 3023.3752N 09743.5330W 250.9M 285.90 0.44K 195008.000A2 NAD 191014
1413748210 902454 1413748209 3023.3753N 09743.5330W 250.9M 285.90 0.29K 195009.000A2 NAD 191014
1413748211 903457 1413748210 3023.3753N 09743.5329W 250.9M 285.90 0.25K 195010.000A2 NAD 191014
1413748212 904459 1413748211 3023.3753N 09743.5329W 250.9M 285.90 0.22K 195011.000A2 NAD 191014
1413748213 905464 1413748212 3023.3754N 09743.5329W 250.9M 285.90 0.43K 195012.000A2 NAD 191014
1413748214 906467 1413748213 3023.3754N 09743.5330W 250.9M 285.90 0.43K 195013.000A2 NAD 191014
1413748215 907476 1413748214 3023.3754N 09743.5331W 250.9M 285.90 0.39K 195014.000A2 NAD 191014
1413748216 908477 1413748215 3023.3753N 09743.5331W 250.8M 285.90 0.34K 195015.000A2 NAD 191014
1413748217 909484 1413748216 3023.3753N 09743.5331W 250.7M 285.90 0.30K 195016.000A2 NAD 191014
1413748218 910489 1413748217 3023.3752N 09743.5330W 250.5M 285.90 0.25K 195017.000A2 NAD 191014
1413748219 911494 1413748218 3023.3751N 09743.5331W 250.4M 285.90 0.25K 195018.000A2 NAD 191014
1413748220 912499 1413748219 3023.3751N 09743.5332W 250.3M 285.90 0.23K 195019.000A2 NAD 191014
1413748221 913506 1413748220 3023.3750N 09743.5333W 250.2M 285.90 0.22K 195020.000A2 NAD 191014
1413748222 914507 1413748221 3023.3749N 09743.5334W 250.0M 285.90 0.27K 195021.000A2 NAD 191014
1413748223 915514 1413748221 3023.3749N 09743.5334W 250.0M 285.90 0.27K 195021.000A2 NAD 191014
1413748224 916517 1413748222 3023.3749N 09743.5335W 250.0M 285.90 0.27K 195022.000A2 NAD 191014
1413748225 917522 1413748223 3023.3749N 09743.5335W 250.0M 285.90 0.48K 195023.000A2 NAD 191014
1413748226 918527 1413748224 3023.3749N 09743.5336W 250.0M 285.90 0.40K 195024.000A2 NAD 191014
1413748227 919531 1413748225 3023.3749N 09743.5337W 250.0M 285.90 0.26K 195025.000A2 NAD 191014
1413748228 920539 1413748227 3023.3749N 09743.5338W 250.0M 285.90 0.32K 195027.000A2 NAD 191014
1413748229 921544 1413748227 3023.3749N 09743.5338W 250.0M 285.90 0.14K 195027.000A2 NAD 191014
1413748230 922549 1413748229 3023.3749N 09743.5338W 250.0M 285.90 0.09K 195029.000A2 NAD 191014
1413748231 923551 1413748230 3023.3749N 09743.5337W 250.0M 285.90 0.36K 195030.000A2 NAD 191014
1413748232 924555 1413748231 3023.3749N 09743.5337W 250.0M 285.90 0.45K 195031.000A2 NAD 191014
1413748233 925556 1413748232 3023.3748N 09743.5336W 250.0M 285.90 0.46K 195032.000A2 NAD 191014
1413748234 926561 1413748233 3023.3748N 09743.5335W 250.0M 285.90 0.28K 195033.000A2 NAD 191014
1413748235 927568 1413748234 3023.3746N 09743.5335W 249.9M 285.90 0.29K 195034.000A2 NAD 191014
1413748236 928575 1413748235 3023.3746N 09743.5338W 249.7M 285.90 0.23K 195035.000A2 NAD 191014
1413748237 929579 1413748236 3023.3747N 09743.5338W 249.6M 285.90 0.18K 195036.000A2 NAD 191014
1413748238 930588 1413748237 3023.3746N 09743.5338W 249.4M 285.90 0.16K 195037.000A2 NAD 191014
1413748239 931590 1413748238 3023.3746N 09743.5338W 249.4M 285.90 0.41K 195038.000A2 NAD 191014
1413748240 932596 1413748239 3023.3745N 09743.5339W 249.4M 285.90 0.14K 195039.000A2 NAD 191014
1413748241 933602 1413748240 3023.3746N 09743.5339W 249.4M 285.90 0.23K 195040.000A2 NAD 191014
1413748242 934606 1413748241 3023.3746N 09743.5339W 249.4M 285.90 0.28K 195041.000A2 NAD 191014
1413748243 935611 1413748242 3023.3746N 09743.5340W 249.4M 285.90 0.45K 195042.000A2 NAD 191014
1413748244 936613 1413748243 3023.3747N 09743.5341W 249.4M 285.90 0.46K 195043.000A2 NAD 191014
1413748245 937620 1413748244 3023.3746N 09743.5341W 249.3M 285.90 0.34K 195044.000A2 NAD 191014
1413748246 938624 1413748245 3023.3747N 09743.5343W 249.2M 285.90 0.39K 195045.000A2 NAD 191014
1413748247 939626 1413748246 3023.3747N 09743.5344W 249.1M 285.90 0.41K 195046.000A2 NAD 191014
1413748248 940629 1413748247 3023.3748N 09743.5344W 249.1M 285.90 0.43K 195047.000A2 NAD 191014
1413748249 941636 1413748248 3023.3748N 09743.5345W 249.1M 285.90 0.52K 195048.000A2 NAD 191014
1413748250 942638 1413748249 3023.3748N 09743.5346W 249.1M 285.90 0.45K 195049.000A2 NAD 191014
1413748251 943639 1413748250 3023.3749N 09743.5346W 249.1M 285.90 0.51K 195050.000A2 NAD 191014
1413748252 944646 1413748251 3023.3749N 09743.5347W 249.0M 285.90 0.32K 195051.000A2 NAD 191014
1413748253 945648 1413748252 3023.3750N 09743.5348W 249.0M 285.90 0.51K 195052.000A2 NAD 191014
1413748254 946649 1413748253 3023.3750N 09743.5348W 249.0M 285.90 0.66K 195053.000A2 NAD 191014
1413748255 947653 1413748254 3023.3751N 09743.5349W 249.0M 285.90 0.65K 195054.000A2 NAD 191014
1413748256 948654 1413748255 3023.3751N 09743.5350W 249.0M 285.90 0.51K 195055.000A2 NAD 191014
1413748257 949663 1413748256 3023.3752N 09743.5351W 249.0M 285.90 0.26K 195056.000A2 NAD 191014
1413748258 950664 1413748257 3023.3752N 09743.5351W 249.0M 285.90 0.37K 195057.000A2 NAD 191014
1413748259 951670 1413748258 3023.3751N 09743.5352W 249.0M 285.90 0.40K 195058.000A2 NAD 191014
1413748260 952672 1413748259 3023.3751N 09743.5352W 249.0M 285.90 0.42K 195059.000A2 NAD 191014
1413748261 953674 1413748260 3023.3751N 09743.5353W 249.0M 285.90 0.52K 195100.000A2 NAD 191014
1413748262 954678 1413748261 3023.3751N 09743.5354W 249.0M 285.90 0.60K 195101.000A2 NAD 191014
1413748263 955684 1413748262 3023.3751N 09743.5355W 249.0M 285.90 0.41K 195102.000A2 NAD 191014
1413748264 956686 1413748264 3023.3751N 09743.5356W 249.0M 285.90 0.35K 195104.000A2 NAD 191014
1413748265 957693 1413748265 3023.3751N 09743.5356W 249.0M 285.90 0.12K 195105.000A2 NAD 191014
1413748266 958701 1413748265 3023.3751N 09743.5356W 249.0M 285.90 0.12K 195105.000A2 NAD 191014
1413748267 959703 1413748266 3023.3751N 09743.5356W 249.0M 285.90 0.10K 195106.000A2 NAD 191014
1413748268 960717 1413748267 3023.3751N 09743.5356W 249.0M 285.90 0.14K 195107.000A2 NAD 191014
1413748269 961719 1413748268 3023.3751N 09743.5356W 249.0M 285.90 0.24K 195108.000A2 NAD 191014
1413748270 962721 1413748269 3023.3750N 09743.5356W 249.0M 285.90 0.32K 195109.000A2 NAD 191014
1413748271 963726 1413748270 3023.3750N 09743.5357W 249.0M 285.90 0.21K 195110.000A2 NAD 191014
1413748272 964735 1413748271 3023.3750N 09743.5357W 249.0M 285.90 0.16K 195111.000A2 NAD 191014
1413748273 965743 1413748272 3023.3750N 09743.5357W 249.0M 285.90 0.20K 195112.000A2 NAD 191014
1413748274 966748 1413748273 3023.3750N 09743.5358W 249.0M 285.90 0.48K 195113.000A2 NAD 191014
1413748275 967750 1413748274 3023.3750N 09743.5358W 249.0M 285.90 0.52K 195114.000A2 NAD 191014
1413748276 968755 1413748275 3023.3749N 09743.5359W 249.0M 285.90 0.36K 195115.000A2 NAD 191014
1413748277 969761 1413748276 3023.3749N 09743.5360W 249.0M 285.90 0.37K 195116.000A2 NAD 191014
1413748278 970769 1413748277 3023.3749N 09743.5360W 249.0M 285.90 0.47K 195117.000A2 NAD 191014
1413748279 971774 1413748278 3023.3749N 09743.5361W 249.0M 285.90 0.62K 195118.000A2 NAD 191014
1413748280 972783 1413748279 3023.3748N 09743.5362W 249.0M 285.90 0.40K 195119.000A2 NAD 191014
1413748281 973784 1413748280 3023.3748N 09743.5362W 249.0M 285.90 0.22K 195120.000A2 NAD 191014
1413748282 974786 1413748281 3023.3747N 09743.5362W 249.0M 285.90 0.05K 195121.000A2 NAD 191014
1413748283 975795 1413748282 3023.3747N 09743.5362W 249.0M 285.90 0.06K 195122.000A2 NAD 191014
1413748284 976801 1413748283 3023.3747N 09743.5362W 249.0M 285.90 0.07K 195123.000A2 NAD 191014
1413748285 977804 1413748284 3023.3747N 09743.5362W 249.0M 285.90 0.14K 195124.000A2 NAD 191014
1413748286 978806 1413748285 3023.3747N 09743.5363W 249.0M 285.90 0.29K 195125.000A2 NAD 191014
1413748287 979809 1413748286 3023.3747N 09743.5362W 249.0M 285.90 0.23K 195126.000A2 NAD 191014
1413748288 980813 1413748287 3023.3746N 09743.5362W 249.0M 285.90 0.10K 195127.000A2 NAD 191014
1413748289 981816 1413748288 3023.3746N 09743.5363W 249.0M 285.90 0.20K 195128.000A2 NAD 191014
1413748290 982818 1413748289 3023.3746N 09743.5362W 249.0M 285.90 0.30K 195129.000A2 NAD 191014
1413748291 983822 1413748290 3023.3746N 09743.5362W 249.0M 285.90 0.26K 195130.000A2 NAD 191014
1413748292 984824 1413748291 3023.3746N 09743.5361W 249.0M 285.90 0.33K 195131.000A2 NAD 191014
1413748293 985828 1413748292 3023.3746N 09743.5361W 249.0M 285.90 0.35K 195132.000A2 NAD 191014
1413748294 986834 1413748293 3023.3745N 09743.5360W 249.0M 285.90 0.42K 195133.000A2 NAD 191014
1413748295 987840 1413748294 3023.3745N 09743.5360W 249.0M 285.90 0.48K 195134.000A2 NAD 191014
1413748296 988842 1413748295 3023.3744N 09743.5360W 249.0M 285.90 0.62K 195135.000A2 NAD 191014
1413748297 989844 1413748296 3023.3743N 09743.5359W 249.0M 285.90 0.42K 195136.000A2 NAD 191014
1413748298 990851 1413748297 3023.3743N 09743.5359W 249.0M 285.90 0.57K 195137.000A2 NAD 191014
1413748299 991863 1413748298 3023.3742N 09743.5358W 249.0M 285.90 0.49K 195138.000A2 NAD 191014
1413748300 992870 1413748299 3023.3742N 09743.5358W 249.0M 285.90 0.29K 195139.000A2 NAD 191014
1413748301 993876 1413748300 3023.3742N 09743.5357W 249.0M 285.90 0.32K 195140.000A2 NAD 191014
1413748302 994877 1413748302 3023.3742N 09743.5357W 249.0M 285.90 0.19K 195142.000A2 NAD 191014
1413748303 995882 1413748302 3023.3742N 09743.5357W 249.0M 285.90 0.06K 195142.000A2 NAD 191014
1413748304 996887 1413748304 3023.3742N 09743.5357W 249.0M 285.90 0.12K 195144.000A2 NAD 191014
1413748305 997895 1413748305 3023.3742N 09743.5357W 249.0M 285.90 0.11K 195145.000A2 NAD 191014
1413748306 998901 1413748306 3023.3742N 09743.5357W 249.0M 285.90 0.19K 195146.000A2 NAD 191014
1413748307 999906 1413748307 3023.3742N 09743.5357W 249.0M 285.90 0.09K 195147.000A2 NAD 191014
1413748308 1000912 1413748308 3023.3742N 09743.5357W 249.0M 285.90 0.22K 195148.000A2 NAD 191014
1413748309 1001917 1413748309 3023.3742N 09743.5357W 249.0M 285.90 0.02K 195149.000A2 NAD 191014
1413748310 1002921 1413748310 3023.3742N 09743.5357W 249.0M 285.90 0.37K 195150.000A2 NAD 191014
1413748311 1003925 1413748311 3023.3742N 09743.5357W 249.0M 285.90 0.79K 195151.000A2 NAD 191014
1413748312 1004929 1413748311 3023.3742N 09743.5357W 249.0M 285.90 0.79K 195151.000A2 NAD 191014
1413748313 1005936 1413748312 3023.3740N 09743.5357W 249.0M 285.90 0.80K 195152.000A2 NAD 191014
1413748314 1006938 1413748313 3023.3739N 09743.5356W 249.0M 285.90 0.85K 195153.000A2 NAD 191014
1413748315 1007945 1413748314 3023.3738N 09743.5356W 249.0M 285.90 0.65K 195154.000A2 NAD 191014
1413748316 1008946 1413748315 3023.3737N 09743.5355W 249.0M 285.90 0.97K 195155.000A2 NAD 191014
1413748317 1009947 1413748316 3023.3736N 09743.5354W 249.0M 285.90 1.00K 195156.000A2 NAD 191014
1413748318 1010952 1413748317 3023.3735N 09743.5353W 249.0M 285.90 0.84K 195157.000A2 NAD 191014
1413748319 1011954 1413748318 3023.3734N 09743.5353W 249.0M 285.90 0.67K 195158.000A2 NAD 191014
1413748320 1012956 1413748319 3023.3733N 09743.5352W 249.0M 285.90 0.48K 195159.000A2 NAD 191014
1413748321 1013963 1413748320 3023.3732N 09743.5352W 249.0M 285.90 0.58K 195200.000A2 NAD 191014
1413748322 1014975 1413748321 3023.3732N 09743.5351W 249.0M 285.90 0.66K 195201.000A2 NAD 191014
1413748323 1015982 1413748322 3023.3731N 09743.5351W 249.0M 285.90 0.52K 195202.000A2 NAD 191014
1413748324 1016987 1413748323 3023.3730N 09743.5350W 249.0M 285.90 0.60K 195203.000A2 NAD 191014
1413748325 1017993 1413748324 3023.3729N 09743.5350W 249.0M 285.90 0.47K 195204.000A2 NAD 191014
1413748326 1018998 1413748325 3023.3729N 09743.5349W 249.0M 285.90 0.61K 195205.000A2 NAD 191014
1413748328 1020006 1413748326 3023.3729N 09743.5348W 249.0M 285.90 0.76K 195206.000A2 NAD 191014
1413748329 1021014 1413748327 3023.3728N 09743.5347W 249.0M 285.90 0.71K 195207.000A2 NAD 191014
1413748330 1022018 1413748328 3023.3728N 09743.5346W 249.0M 285.90 0.62K 195208.000A2 NAD 191014
1413748331 1023025 1413748329 3023.3728N 09743.5344W 249.0M 285.90 0.61K 195209.000A2 NAD 191014
1413748332 1024026 1413748330 3023.3728N 09743.5343W 249.0M 285.90 0.58K 195210.000A2 NAD 191014
1413748333 1025029 1413748331 3023.3727N 09743.5343W 249.0M 285.90 0.58K 195211.000A2 NAD 191014
1413748334 1026038 1413748332 3023.3727N 09743.5342W 249.0M 285.90 0.48K 195212.000A2 NAD 191014
1413748335 1027045 1413748333 3023.3727N 09743.5341W 249.0M 285.90 0.51K 195213.000A2 NAD 191014
1413748336 1028049 1413748334 3023.3726N 09743.5340W 249.0M 285.90 0.54K 195214.000A2 NAD 191014
1413748337 1029051 1413748335 3023.3726N 09743.5339W 249.0M 285.90 0.39K 195215.000A2 NAD 191014
1413748338 1030058 1413748336 3023.3726N 09743.5339W 249.0M 285.90 0.40K 195216.000A2 NAD 191014
1413748339 1031062 1413748338 3023.3727N 09743.5338W 249.0M 285.90 0.18K 195218.000A2 NAD 191014
1413748340 1032063 1413748338 3023.3727N 09743.5338W 249.0M 285.90 0.14K 195218.000A2 NAD 191014
1413748341 1033071 1413748340 3023.3726N 09743.5338W 249.0M 285.90 0.25K 195220.000A2 NAD 191014
1413748342 1034078 1413748341 3023.3726N 09743.5338W 249.0M 285.90 0.29K 195221.000A2 NAD 191014
1413748343 1035084 1413748342 3023.3727N 09743.5338W 249.0M 285.90 0.16K 195222.000A2 NAD 191014
1413748344 1036087 1413748343 3023.3727N 09743.5338W 249.0M 285.90 0.28K 195223.000A2 NAD 191014
1413748345 1037098 1413748344 3023.3727N 09743.5338W 249.0M 285.90 0.29K 195224.000A2 NAD 191014
1413748346 1038103 1413748345 3023.3728N 09743.5338W 249.0M 285.90 0.31K 195225.000A2 NAD 191014
1413748347 1039113 1413748346 3023.3728N 09743.5338W 249.0M 285.90 0.15K 195226.000A2 NAD 191014
1413748348 1040115 1413748347 3023.3728N 09743.5338W 249.0M 285.90 0.29K 195227.000A2 NAD 191014
1413748349 1041117 1413748348 3023.3729N 09743.5338W 249.0M 285.90 0.40K 195228.000A2 NAD 191014
1413748350 1042123 1413748349 3023.3729N 09743.5338W 249.0M 285.90 0.41K 195229.000A2 NAD 191014
1413748351 1043129 1413748350 3023.3730N 09743.5339W 249.0M 285.90 0.52K 195230.000A2 NAD 191014
1413748352 1044131 1413748351 3023.3730N 09743.5339W 249.0M 285.90 0.47K 195231.000A2 NAD 191014
1413748353 1045134 1413748352 3023.3731N 09743.5340W 249.0M 285.90 0.54K 195232.000A2 NAD 191014
1413748354 1046136 1413748353 3023.3731N 09743.5341W 249.0M 285.90 0.42K 195233.000A2 NAD 191014
1413748355 1047140 1413748354 3023.3731N 09743.5341W 249.0M 285.90 0.27K 195234.000A2 NAD 191014
1413748356 1048141 1413748355 3023.3731N 09743.5342W 249.0M 285.90 0.35K 195235.000A2 NAD 191014
1413748357 1049143 1413748356 3023.3732N 09743.5342W 249.0M 285.90 0.36K 195236.000A2 NAD 191014
1413748358 1050149 1413748356 3023.3732N 09743.5342W 249.0M 285.90 0.36K 195236.000A2 NAD 191014
1413748359 1051151 1413748357 3023.3732N 09743.5343W 249.0M 285.90 0.35K 195237.000A2 NAD 191014
1413748360 1052154 1413748358 3023.3733N 09743.5343W 249.0M 285.90 0.55K 195238.000A2 NAD 191014
1413748361 1053161 1413748359 3023.3733N 09743.5343W 249.0M 285.90 0.50K 195239.000A2 NAD 191014
1413748362 1054168 1413748360 3023.3734N 09743.5343W 249.0M 285.90 0.56K 195240.000A2 NAD 191014
1413748363 1055174 1413748361 3023.3735N 09743.5344W 249.0M 285.90 0.35K 195241.000A2 NAD 191014
1413748364 1056181 1413748362 3023.3735N 09743.5345W 249.0M 285.90 0.37K 195242.000A2 NAD 191014
1413748365 1057184 1413748363 3023.3735N 09743.5345W 249.0M 285.90 0.28K 195243.000A2 NAD 191014
1413748366 1058191 1413748364 3023.3736N 09743.5346W 248.9M 285.90 0.31K 195244.000A2 NAD 191014
1413748367 1059195 1413748365 3023.3736N 09743.5346W 248.9M 285.90 0.26K 195245.000A2 NAD 191014
1413748368 1060196 1413748366 3023.3736N 09743.5346W 248.9M 285.90 0.23K 195246.000A2 NAD 191014
1413748369 1061202 1413748367 3023.3736N 09743.5347W 248.9M 285.90 0.28K 195247.000A2 NAD 191014
1413748370 1062208 1413748368 3023.3736N 09743.5347W 248.9M 285.90 0.37K 195248.000A2 NAD 191014
1413748371 1063211 1413748369 3023.3736N 09743.5348W 248.9M 285.90 0.36K 195249.000A2 NAD 191014
1413748372 1064217 1413748370 3023.3736N 09743.5348W 248.9M 285.90 0.18K 195250.000A2 NAD 191014
1413748373 1065219 1413748371 3023.3736N 09743.5349W 248.9M 285.90 0.22K 195251.000A2 NAD 191014
1413748374 1066225 1413748372 3023.3736N 09743.5348W 248.9M 285.90 0.49K 195252.000A2 NAD 191014
1413748375 1067229 1413748373 3023.3737N 09743.5348W 248.9M 285.90 0.56K 195253.000A2 NAD 191014
1413748376 1068235 1413748374 3023.3737N 09743.5347W 248.9M 285.90 0.49K 195254.000A2 NAD 191014
1413748377 1069236 1413748375 3023.3738N 09743.5347W 248.9M 285.90 0.37K 195255.000A2 NAD 191014
1413748378 1070240 1413748376 3023.3738N 09743.5347W 248.9M 285.90 0.09K 195256.000A2 NAD 191014
1413748379 1071242 1413748378 3023.3738N 09743.5347W 248.9M 285.90 0.21K 195258.000A2 NAD 191014
1413748380 1072246 1413748379 3023.3738N 09743.5347W 248.9M 285.90 0.21K 195259.000A2 NAD 191014
1413748381 1073251 1413748380 3023.3738N 09743.5348W 248.9M 285.90 0.59K 195300.000A2 NAD 191014
1413748382 1074253 1413748381 3023.3737N 09743.5349W 248.9M 285.90 0.57K 195301.000A2 NAD 191014
1413748383 1075259 1413748382 3023.3737N 09743.5349W 248.9M 285.90 0.46K 195302.000A2 NAD 191014
1413748384 1076262 1413748383 3023.3736N 09743.5349W 249.0M 285.90 0.29K 195303.000A2 NAD 191014
1413748385 1077264 1413748384 3023.3736N 09743.5349W 249.0M 285.90 0.20K 195304.000A2 NAD 191014
1413748386 1078268 1413748385 3023.3736N 09743.5349W 249.0M 285.90 0.37K 195305.000A2 NAD 191014
1413748387 1079270 1413748386 3023.3737N 09743.5349W 249.0M 285.90 0.36K 195306.000A2 NAD 191014
1413748388 1080272 1413748387 3023.3737N 09743.5349W 249.0M 285.90 0.26K 195307.000A2 NAD 191014
1413748389 1081279 1413748388 3023.3737N 09743.5349W 249.0M 285.90 0.04K 195308.000A2 NAD 191014
1413748390 1082285 1413748389 3023.3738N 09743.5349W 249.0M 285.90 0.17K 195309.000A2 NAD 191014
1413748391 1083292 1413748390 3023.3737N 09743.5350W 249.0M 285.90 0.44K 195310.000A2 NAD 191014
1413748392 1084295 1413748391 3023.3737N 09743.5350W 249.0M 285.90 0.41K 195311.000A2 NAD 191014
1413748393 1085296 1413748392 3023.3737N 09743.5351W 249.0M 285.90 0.22K 195312.000A2 NAD 191014
1413748394 1086302 1413748393 3023.3736N 09743.5351W 249.0M 285.90 0.29K 195313.000A2 NAD 191014
1413748395 1087308 1413748394 3023.3736N 09743.5351W 249.0M 285.90 0.07K 195314.000A2 NAD 191014
1413748396 1088310 1413748395 3023.3736N 09743.5352W 249.0M 285.90 0.04K 195315.000A2 NAD 191014
1413748397 1089314 1413748396 3023.3736N 09743.5352W 249.0M 285.90 0.05K 195316.000A2 NAD 191014
1413748398 1090317 1413748397 3023.3736N 09743.5351W 249.0M 285.90 0.01K 195317.000A2 NAD 191014
1413748399 1091318 1413748398 3023.3736N 09743.5351W 249.0M 285.90 0.11K 195318.000A2 NAD 191014
1413748400 1092321 1413748399 3023.3736N 09743.5352W 249.0M 285.90 0.11K 195319.000A2 NAD 191014
1413748401 1093323 1413748400 3023.3736N 09743.5352W 249.0M 285.90 0.06K 195320.000A2 NAD 191014
1413748402 1094329 1413748400 3023.3736N 09743.5352W 249.0M 285.90 0.06K 195320.000A2 NAD 191014
1413748403 1095330 1413748401 3023.3736N 09743.5352W 249.0M 285.90 0.15K 195321.000A2 NAD 191014
1413748404 1096336 1413748402 3023.3736N 09743.5352W 249.0M 285.90 0.25K 195322.000A2 NAD 191014
1413748405 1097347 1413748403 3023.3736N 09743.5352W 249.0M 285.90 0.39K 195323.000A2 NAD 191014
1413748406 1098352 1413748404 3023.3736N 09743.5353W 249.0M 285.90 0.31K 195324.000A2 NAD 191014
1413748407 1099356 1413748405 3023.3736N 09743.5353W 249.0M 285.90 0.21K 195325.000A2 NAD 191014
1413748408 1100362 1413748406 3023.3738N 09743.5354W 248.9M 285.90 0.28K 195326.000A2 NAD 191014
1413748409 1101365 1413748407 3023.3739N 09743.5355W 248.8M 285.90 0.30K 195327.000A2 NAD 191014
1413748410 1102374 1413748408 3023.3741N 09743.5356W 248.8M 285.90 0.37K 195328.000A2 NAD 191014
1413748411 1103379 1413748409 3023.3742N 09743.5357W 248.6M 285.90 0.34K 195329.000A2 NAD 191014
1413748412 1104380 1413748410 3023.3743N 09743.5357W 248.6M 285.90 0.27K 195330.000A2 NAD 191014
1413748413 1105387 1413748411 3023.3744N 09743.5357W 248.5M 285.90 0.30K 195331.000A2 NAD 191014
1413748414 1106391 1413748412 3023.3747N 09743.5359W 248.5M 285.90 0.61K 195332.000A2 NAD 191014
1413748415 1107400 1413748414 3023.3750N 09743.5361W 248.4M 285.90 0.60K 195334.000A2 NAD 191014
1413748416 1108404 1413748414 3023.3750N 09743.5361W 248.4M 285.90 0.50K 195334.000A2 NAD 191014
1413748417 1109408 1413748416 3023.3751N 09743.5361W 248.4M 285.90 0.22K 195336.000A2 NAD 191014
1413748418 1110414 1413748417 3023.3751N 09743.5361W 248.4M 285.90 0.09K 195337.000A2 NAD 191014
1413748419 1111416 1413748418 3023.3751N 09743.5361W 248.4M 285.90 0.20K 195338.000A2 NAD 191014
1413748420 1112421 1413748419 3023.3751N 09743.5361W 248.4M 285.90 0.09K 195339.000A2 NAD 191014
1413748421 1113422 1413748420 3023.3751N 09743.5361W 248.4M 285.90 0.24K 195340.000A2 NAD 191014
1413748422 1114425 1413748421 3023.3751N 09743.5361W 248.4M 285.90 0.29K 195341.000A2 NAD 191014
1413748423 1115431 1413748422 3023.3752N 09743.5361W 248.4M 285.90 0.19K 195342.000A2 NAD 191014
1413748424 1116436 1413748423 3023.3752N 09743.5361W 248.4M 285.90 0.11K 195343.000A2 NAD 191014
1413748425 1117443 1413748424 3023.3752N 09743.5361W 248.4M 285.90 0.32K 195344.000A2 NAD 191014
1413748426 1118448 1413748425 3023.3752N 09743.5362W 248.4M 285.90 0.37K 195345.000A2 NAD 191014
1413748427 1119449 1413748426 3023.3753N 09743.5362W 248.4M 285.90 0.37K 195346.000A2 NAD 191014
1413748428 1120455 1413748427 3023.3753N 09743.5362W 248.4M 285.90 0.40K 195347.000A2 NAD 191014
1413748429 1121462 1413748428 3023.3754N 09743.5363W 248.4M 285.90 0.34K 195348.000A2 NAD 191014
1413748430 1122469 1413748429 3023.3754N 09743.5363W 248.4M 285.90 0.21K 195349.000A2 NAD 191014
1413748431 1123474 1413748430 3023.3754N 09743.5363W 248.4M 285.90 0.28K 195350.000A2 NAD 191014
1413748432 1124482 1413748431 3023.3755N 09743.5364W 248.4M 285.90 0.33K 195351.000A2 NAD 191014
1413748433 1125489 1413748432 3023.3755N 09743.5364W 248.4M 285.90 0.29K 195352.000A2 NAD 191014
1413748434 1126497 1413748433 3023.3755N 09743.5364W 248.4M 285.90 0.32K 195353.000A2 NAD 191014
1413748435 1127498 1413748434 3023.3756N 09743.5364W 248.4M 285.90 0.16K 195354.000A2 NAD 191014
1413748436 1128505 1413748435 3023.3756N 09743.5364W 248.4M 285.90 0.31K 195355.000A2 NAD 191014
1413748437 1129508 1413748436 3023.3757N 09743.5365W 248.4M 285.90 0.23K 195356.000A2 NAD 191014
1413748438 1130513 1413748437 3023.3757N 09743.5365W 248.4M 285.90 0.18K 195357.000A2 NAD 191014
1413748439 1131514 1413748438 3023.3757N 09743.5365W 248.4M 285.90 0.08K 195358.000A2 NAD 191014
1413748440 1132518 1413748439 3023.3757N 09743.5365W 248.4M 285.90 0.31K 195359.000A2 NAD 191014
1413748441 1133523 1413748440 3023.3757N 09743.5365W 248.4M 285.90 0.42K 195400.000A2 NAD 191014
1413748442 1134530 1413748441 3023.3758N 09743.5364W 248.4M 285.90 0.44K 195401.000A2 NAD 191014
1413748443 1135531 1413748442 3023.3758N 09743.5363W 248.4M 285.90 0.45K 195402.000A2 NAD 191014
1413748444 1136532 1413748443 3023.3759N 09743.5363W 248.4M 285.90 0.48K 195403.000A2 NAD 191014
1413748445 1137539 1413748444 3023.3759N 09743.5363W 248.4M 285.90 0.28K 195404.000A2 NAD 191014
1413748446 1138545 1413748445 3023.3760N 09743.5363W 248.4M 285.90 0.32K 195405.000A2 NAD 191014
1413748447 1139550 1413748445 3023.3760N 09743.5363W 248.4M 285.90 0.32K 195405.000A2 NAD 191014
1413748448 1140552 1413748446 3023.3760N 09743.5363W 248.4M 285.90 0.46K 195406.000A2 NAD 191014
1413748449 1141556 1413748447 3023.3761N 09743.5364W 248.4M 285.90 0.49K 195407.000A2 NAD 191014
1413748450 1142562 1413748448 3023.3761N 09743.5364W 248.4M 285.90 0.55K 195408.000A2 NAD 191014
1413748451 1143569 1413748449 3023.3762N 09743.5365W 248.4M 285.90 0.51K 195409.000A2 NAD 191014
1413748452 1144572 1413748450 3023.3762N 09743.5365W 248.3M 285.90 0.40K 195410.000A2 NAD 191014
1413748453 1145579 1413748452 3023.3764N 09743.5366W 248.3M 285.90 0.75K 195412.000A2 NAD 191014
1413748454 1146584 1413748453 3023.3765N 09743.5366W 248.3M 285.90 0.85K 195413.000A2 NAD 191014
1413748455 1147589 1413748454 3023.3766N 09743.5367W 248.4M 285.90 0.92K 195414.000A2 NAD 191014
1413748456 1148598 1413748455 3023.3767N 09743.5367W 248.4M 285.90 0.71K 195415.000A2 NAD 191014
1413748457 1149604 1413748456 3023.3768N 09743.5368W 248.4M 285.90 0.60K 195416.000A2 NAD 191014
