1413747310 utime AM_vel(rpm) AM_supV(dV) AM_supI(dA) AM_bpT(dC)  AM_amT(dC) AM_motT(dC) AM_SOC AM_thr AM_rgn
1413747351 43414 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747352 44417 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747353 45420 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747354 46427 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747355 47428 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747356 48431 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747357 49438 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747358 50449 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747359 51457 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747360 52460 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747361 53462 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747362 54467 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747363 55473 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747364 56475 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747365 57482 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747366 58486 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747367 59492 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747368 60497 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747369 61507 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747370 62508 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747371 63518 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747372 64522 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747373 65529 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747374 66534 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747375 67541 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747376 68549 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747377 69553 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747378 70559 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747379 71563 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747380 72570 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747381 73577 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747382 74579 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747383 75582 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747384 76586 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747385 77588 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747386 78591 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747387 79592 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747388 80595 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747389 81597 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747390 82599 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747391 83605 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747392 84612 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747393 85620 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747394 86625 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747395 87629 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747396 88636 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747397 89637 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747398 90643 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747399 91655 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747400 92657 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747401 93660 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747402 94670 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747403 95672 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747404 96679 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747405 97683 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747406 98688 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747407 99697 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747408 100702 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747409 101709 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747410 102721 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747411 103725 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747412 104729 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747413 105730 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747414 106731 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747415 107737 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747416 108741 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747417 109748 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747418 110751 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747419 111752 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747420 112754 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747421 113758 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747422 114765 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747423 115772 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747424 116779 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747425 117783 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747426 118788 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747427 119794 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747428 120797 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747429 121798 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747430 122806 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747431 123808 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747432 124809 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747433 125815 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747434 126822 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747435 127829 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747436 128833 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747437 129834 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747438 130840 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747439 131845 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747440 132852 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747441 133857 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747442 134865 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747443 135870 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747444 136875 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747445 137879 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747446 138882 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747447 139886 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747448 140889 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747449 141892 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747450 142902 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747451 143910 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747452 144911 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747453 145916 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747454 146923 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747455 147927 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747456 148945 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747457 149951 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747458 150954 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747459 151957 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747460 152959 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747461 153960 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747462 154967 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747463 155968 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747464 156973 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747465 157981 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747466 158983 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747467 159986 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747468 160988 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747469 161996 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747471 163000 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747472 164006 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747473 165013 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747474 166020 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747475 167025 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747476 168031 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747477 169036 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747478 170043 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747479 171049 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747480 172051 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747481 173052 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747482 174053 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747483 175059 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747484 176063 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747485 177067 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747486 178070 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747487 179073 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747488 180077 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747489 181078 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747490 182085 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747491 183088 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747492 184090 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747493 185096 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747494 186102 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747495 187106 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747496 188107 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747497 189110 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747498 190115 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747499 191122 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747500 192126 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747501 193135 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747502 194143 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747503 195149 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747504 196155 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747505 197161 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747506 198169 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747507 199171 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747508 200177 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747509 201178 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747510 202182 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747511 203184 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747512 204186 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747513 205200 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747514 206204 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747515 207211 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747516 208217 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747517 209218 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747518 210219 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747519 211224 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747520 212232 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747521 213240 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747522 214247 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747523 215251 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747524 216253 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747525 217257 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747526 218258 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747527 219266 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747528 220270 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747529 221279 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747530 222280 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747531 223290 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747532 224291 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747533 225293 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747534 226297 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747535 227301 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747536 228302 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747537 229307 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747538 230312 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747539 231318 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747540 232322 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747541 233327 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747542 234332 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747543 235341 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747544 236342 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747545 237348 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747546 238350 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747547 239354 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747548 240358 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747549 241360 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747550 242362 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747551 243363 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747552 244365 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747553 245368 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747554 246371 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747555 247377 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747556 248383 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747557 249390 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747558 250399 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747559 251403 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747560 252412 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747561 253416 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747562 254421 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747563 255423 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747564 256426 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747565 257429 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747566 258437 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747567 259442 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747568 260448 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747569 261453 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747570 262459 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747571 263463 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747572 264469 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747573 265475 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747574 266476 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747575 267481 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747576 268486 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747577 269493 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747578 270500 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747579 271510 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747580 272516 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747581 273523 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747582 274524 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747583 275529 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747584 276535 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747585 277539 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747586 278545 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747587 279551 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747588 280554 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747589 281558 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747590 282565 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747591 283572 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747592 284578 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747593 285588 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747594 286590 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747595 287596 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747596 288601 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747597 289608 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747598 290618 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747599 291627 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747600 292629 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747601 293643 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747602 294646 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747603 295650 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747604 296655 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747605 297659 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747606 298660 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747607 299663 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747608 300668 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747609 301673 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747610 302680 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747611 303684 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747612 304688 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747613 305691 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747614 306696 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747615 307701 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747616 308702 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747617 309709 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747618 310714 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747619 311719 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747620 312723 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747621 313730 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747622 314735 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747623 315741 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747624 316746 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747625 317747 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747626 318749 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747627 319753 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747628 320754 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747629 321766 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747630 322771 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747631 323774 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747632 324777 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747633 325785 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747634 326786 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747635 327790 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747636 328804 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747637 329808 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413747638 330809 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
