1413747310 utime AM_vel(rpm) AM_supV(dV) AM_supI(dA) AM_bpT(dC)  AM_amT(dC) AM_motT(dC) AM_SOC AM_thr AM_rgn
1413750472 3164088 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750473 3165095 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750474 3166099 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750475 3167101 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750476 3168107 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750477 3169118 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750478 3170119 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750479 3171124 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750480 3172127 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750481 3173129 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750482 3174136 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750483 3175139 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750484 3176146 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750485 3177156 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750486 3178162 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750487 3179166 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750488 3180172 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750489 3181179 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750490 3182182 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750491 3183186 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750492 3184192 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750493 3185198 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750494 3186201 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750495 3187409 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750496 3188416 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750497 3189425 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750498 3190430 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750499 3191437 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750500 3192439 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750501 3193442 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750502 3194444 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750503 3195452 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750504 3196453 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750505 3197460 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750506 3198466 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750507 3199468 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750508 3200473 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750509 3201475 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750510 3202478 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750511 3203479 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750512 3204484 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750513 3205490 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750514 3206491 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750515 3207496 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750516 3208502 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750517 3209506 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750518 3210508 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750519 3211512 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750520 3212518 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750521 3213522 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750522 3214526 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750523 3215530 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750524 3216532 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750525 3217533 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750526 3218538 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750527 3219541 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750528 3220553 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750529 3221562 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750530 3222569 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750531 3223590 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750532 3224594 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750533 3225601 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750534 3226606 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750535 3227609 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750536 3228614 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750537 3229619 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750538 3230622 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750539 3231625 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750540 3232632 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750541 3233641 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750542 3234644 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750543 3235650 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750544 3236655 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750545 3237660 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750546 3238664 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750547 3239668 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750548 3240673 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750549 3241680 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750550 3242683 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750551 3243686 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750552 3244693 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750553 3245698 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750554 3246705 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750555 3247709 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750556 3248717 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750557 3249729 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750558 3250731 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750559 3251733 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750560 3252735 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750561 3253738 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750562 3254741 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750563 3255751 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750564 3256760 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750565 3257761 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750566 3258762 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750567 3259764 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750568 3260770 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750569 3261776 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750570 3262781 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750571 3263788 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750572 3264793 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750573 3265796 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750574 3266799 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750575 3267808 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750576 3268812 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750577 3269817 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750578 3270821 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750579 3271827 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750580 3272835 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750581 3273842 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750582 3274850 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750583 3275852 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750584 3276854 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750585 3277856 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750586 3278860 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750587 3279862 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750588 3280869 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750589 3281875 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750590 3282881 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750591 3283888 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750592 3284893 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750593 3285899 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750594 3286902 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750595 3287907 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750596 3288911 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750597 3289918 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750598 3290919 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750599 3291926 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750600 3292933 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750601 3293935 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750602 3294937 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750603 3295944 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750604 3296947 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750605 3297953 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750606 3298956 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750607 3299958 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750608 3300962 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750609 3301968 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750610 3302971 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750611 3303973 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750612 3304976 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750613 3305977 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750614 3306979 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750615 3307983 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750616 3308987 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750617 3309994 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750618 3310996 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750620 3312002 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750621 3313009 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750622 3314017 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750623 3315024 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750624 3316032 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750625 3317036 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750626 3318038 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750627 3319040 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750628 3320042 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750629 3321045 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750630 3322057 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750631 3323062 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750632 3324063 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750633 3325067 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750634 3326071 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750635 3327078 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750636 3328079 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750637 3329086 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750638 3330089 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750639 3331096 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750640 3332104 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750641 3333116 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750642 3334120 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750643 3335127 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750644 3336128 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750645 3337129 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750646 3338130 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750647 3339138 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750648 3340140 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750649 3341144 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750650 3342149 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750651 3343152 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750652 3344154 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750653 3345158 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750654 3346163 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750655 3347165 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750656 3348167 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750657 3349170 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750658 3350174 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750659 3351177 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750660 3352178 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750661 3353179 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750662 3354185 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750663 3355189 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750664 3356193 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750665 3357195 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750666 3358200 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750667 3359206 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750668 3360213 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750669 3361218 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750670 3362430 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750671 3363433 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750672 3364435 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750673 3365438 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750674 3366439 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750675 3367444 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750676 3368447 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750677 3369453 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750678 3370455 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750679 3371459 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750680 3372465 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750681 3373470 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750682 3374476 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750683 3375486 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750684 3376487 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750685 3377490 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750686 3378493 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750687 3379495 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750688 3380499 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750689 3381500 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750690 3382501 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750691 3383502 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750692 3384505 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750693 3385514 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750694 3386518 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750695 3387521 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750696 3388525 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750697 3389526 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750698 3390530 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750699 3391537 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750700 3392538 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750701 3393542 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750702 3394546 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750703 3395554 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750704 3396558 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750705 3397565 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750706 3398567 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750707 3399572 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750708 3400577 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750709 3401578 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750710 3402583 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750711 3403587 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750712 3404594 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750713 3405598 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750714 3406601 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750715 3407607 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750716 3408610 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750717 3409625 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750718 3410630 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750719 3411633 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750720 3412634 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750721 3413639 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750722 3414643 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750723 3415646 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750724 3416649 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750725 3417661 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750726 3418662 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750727 3419666 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750728 3420670 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750729 3421673 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750730 3422678 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750731 3423684 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750732 3424689 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750733 3425691 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750734 3426693 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750735 3427694 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750736 3428695 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750737 3429696 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750738 3430698 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750739 3431701 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750740 3432702 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750741 3433705 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750742 3434708 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750743 3435714 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750744 3436722 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750745 3437724 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750746 3438730 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750747 3439731 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750748 3440737 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750749 3441744 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750750 3442750 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750751 3443755 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750752 3444760 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750753 3445765 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750754 3446770 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750755 3447774 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750756 3448775 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750757 3449778 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750758 3450782 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750759 3451785 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750760 3452789 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750761 3453793 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750762 3454794 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750763 3455795 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750764 3456799 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750765 3457804 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750766 3458805 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750767 3459809 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750768 3460813 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750769 3461817 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750770 3462819 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750771 3463822 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750772 3464826 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750773 3465829 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750774 3466830 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750775 3467832 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750776 3468834 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750777 3469836 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750778 3470837 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750779 3471841 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750780 3472845 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750781 3473846 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750782 3474851 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750783 3475852 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750784 3476860 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750785 3477863 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750786 3478865 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750787 3479870 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750788 3480871 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750789 3481875 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750790 3482880 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750791 3483883 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750792 3484887 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750793 3485888 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750794 3486893 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
1413750795 3487897 -18192 -18703 -19072 -18703 -24365 0 -24096 -18725 -29180
