1413747310 utime volts24 volts12 gappos gapmotor BSChKill MotCont MotPreC ArrCont ArrPreC GapD1 GapIN1 GapIN2 ArrayA ArrayB ArrayC Estop Thren
1413754113 6805540 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754114 6806543 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754115 6807547 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754116 6808548 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754117 6809554 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754118 6810556 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754119 6811557 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754120 6812562 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754121 6813565 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754122 6814566 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754123 6815568 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754124 6816570 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754125 6817572 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754126 6818575 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754127 6819576 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754128 6820577 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754129 6821583 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754130 6822584 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754131 6823588 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754132 6824590 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754133 6825593 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754134 6826599 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754135 6827604 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754136 6828605 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754137 6829606 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754138 6830609 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754139 6831611 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754140 6832619 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754141 6833621 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754142 6834628 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754143 6835631 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754144 6836633 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754145 6837636 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754146 6838637 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754147 6839639 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754148 6840642 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754149 6841648 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754150 6842649 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754151 6843654 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754152 6844656 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754153 6845660 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754154 6846663 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754155 6847665 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754156 6848667 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754157 6849668 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754158 6850670 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754159 6851675 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754160 6852680 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754161 6853685 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754162 6854691 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754163 6855694 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754164 6856700 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754165 6857702 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754166 6858704 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754167 6859707 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754168 6860710 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754169 6861712 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754170 6862713 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754171 6863717 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754172 6864719 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754173 6865721 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754174 6866728 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754175 6867734 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754176 6868741 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754177 6869743 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754178 6870744 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754179 6871745 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754180 6872750 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754181 6873754 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754182 6874762 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754183 6875768 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754184 6876776 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754185 6877782 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754186 6878790 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754187 6879802 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754188 6880809 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754189 6881817 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754190 6882820 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754191 6883821 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754192 6884828 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754193 6885835 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754194 6886836 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754195 6887838 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754196 6888839 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754197 6889847 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754198 6890849 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754199 6891854 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754200 6892860 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754201 6893866 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754202 6894867 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754203 6895873 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754204 6896879 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754205 6897883 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754206 6898888 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754207 6899889 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754208 6900894 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754209 6901900 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754210 6902905 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754211 6903906 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754212 6904912 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754213 6905916 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754214 6906923 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754215 6907929 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754216 6908935 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754217 6909936 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754218 6910942 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754219 6911945 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754220 6912952 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754221 6913953 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754222 6914957 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754223 6915966 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754224 6916971 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754225 6917973 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754226 6918977 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754227 6919985 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754228 6920991 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754229 6921996 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754231 6923007 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754232 6924010 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754233 6925013 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754234 6926020 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754235 6927022 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754236 6928027 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754237 6929028 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754238 6930029 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754239 6931030 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754240 6932035 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754241 6933041 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754242 6934048 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754243 6935059 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754244 6936066 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754245 6937072 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754246 6938079 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754247 6939083 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754248 6940094 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754249 6941096 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754250 6942102 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754251 6943106 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754252 6944109 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754253 6945122 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754254 6946129 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754255 6947137 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754256 6948139 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754257 6949140 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754258 6950144 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754259 6951150 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754260 6952155 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754261 6953161 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754262 6954163 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754263 6955164 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754264 6956171 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754265 6957173 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754266 6958181 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754267 6959188 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754268 6960189 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754269 6961195 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754270 6962196 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754271 6963203 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754272 6964204 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754273 6965209 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754274 6966212 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754275 6967218 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754276 6968222 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754277 6969230 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754278 6970235 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754279 6971237 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754280 6972244 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754281 6973248 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754282 6974250 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754283 6975256 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754284 6976262 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754285 6977270 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754286 6978276 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754287 6979279 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754288 6980285 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754289 6981295 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754290 6982297 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754291 6983303 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754292 6984307 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754293 6985314 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754294 6986322 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754295 6987325 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754296 6988332 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754297 6989339 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754298 6990345 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754299 6991350 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754300 6992356 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754301 6993359 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754302 6994365 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754303 6995373 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754304 6996376 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754305 6997377 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754306 6998382 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754307 6999386 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754308 7000395 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754309 7001400 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754310 7002406 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754311 7003413 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754312 7004417 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754313 7005420 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754314 7006422 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754315 7007430 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754316 7008438 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754317 7009444 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754318 7010453 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754319 7011460 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754320 7012461 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754321 7013462 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754322 7014467 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754323 7015468 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754324 7016471 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754325 7017476 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754326 7018482 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754327 7019488 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754328 7020497 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754329 7021498 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754330 7022502 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754331 7023504 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754332 7024508 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754333 7025515 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754334 7026520 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754335 7027521 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754336 7028527 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754337 7029530 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754338 7030531 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754339 7031538 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754340 7032540 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754341 7033541 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754342 7034545 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754343 7035549 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754344 7036554 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754345 7037558 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754346 7038575 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754347 7039579 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754348 7040580 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754349 7041584 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754350 7042590 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754351 7043596 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754352 7044599 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754353 7045604 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754354 7046617 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754355 7047618 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754356 7048625 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754357 7049626 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754358 7050634 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754359 7051637 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754360 7052643 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754361 7053649 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754362 7054656 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754363 7055661 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754364 7056666 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754365 7057667 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754366 7058674 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754367 7059679 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754368 7060682 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754369 7061688 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754370 7062692 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754371 7063698 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754372 7064704 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754373 7065710 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754374 7066712 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754375 7067718 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754376 7068720 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754377 7069721 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754378 7070726 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754379 7071728 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754380 7072732 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754381 7073734 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754382 7074736 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754383 7075739 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754384 7076743 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754385 7077748 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754386 7078752 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754387 7079756 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754388 7080760 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754389 7081764 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754390 7082769 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754391 7083772 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754392 7084774 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754393 7085779 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754394 7086782 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754395 7087784 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754396 7088789 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754397 7089790 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754398 7090792 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754399 7091795 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754400 7092796 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754401 7093800 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754402 7094802 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754403 7095807 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754404 7096810 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754405 7097818 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754406 7098821 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754407 7099822 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754408 7100826 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754409 7101834 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754410 7102838 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754411 7103842 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754412 7104844 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754413 7105846 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754414 7106849 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754415 7107851 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754416 7108855 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754417 7109856 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754418 7110860 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754419 7111863 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754420 7112865 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754421 7113866 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754422 7114871 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754423 7115876 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754424 7116878 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754425 7117879 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754426 7118883 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754427 7119887 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754428 7120888 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754429 7121892 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754430 7122896 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754431 7123899 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754432 7124901 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754433 7125903 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754434 7126911 0 0 0 1 0 0 0 1 0 0 1 0 1 1 1 0 1
1413754435 7127916 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
1413754436 7128919 0 0 0 0 0 0 0 1 0 0 1 1 1 1 1 0 1
