1413741615 utime T(cK) I(cA) V(mV) V_sup(mV) Stat T(cK) I(cA) V(mV) V_sup(mV) Stat
1413744541 2927009 29655 -92 12670 0 1 29565 -92 9700 66 1
1413744542 2928012 29655 -92 12670 0 1 29565 -92 9695 66 1
1413744543 2929017 29655 -92 12670 0 1 29565 -92 9690 66 1
1413744544 2930022 29655 -92 12670 0 1 29565 -92 9685 66 1
1413744545 2931027 29655 -92 12670 0 1 29565 -92 9680 66 1
1413744546 2932028 29655 -92 12670 0 1 29565 -92 9675 66 1
1413744547 2933029 29655 -92 12670 0 1 29565 -92 9670 66 1
1413744548 2934037 29655 -92 12670 0 1 29565 -92 9660 66 1
1413744549 2935040 29655 -92 12670 0 1 29565 -92 9650 66 1
1413744550 2936045 29655 -92 12670 0 1 29565 -92 9645 66 1
1413744551 2937047 29655 -92 12670 0 1 29565 -92 9635 66 1
1413744552 2938052 29655 -92 12670 0 1 29565 -92 9625 66 1
1413744553 2939056 29655 -92 12670 0 1 29565 -92 9615 66 1
1413744554 2940060 29655 -92 12670 0 1 29565 -92 9600 66 1
1413744555 2941068 29655 -92 12670 0 1 29565 -92 9590 66 1
1413744556 2942070 29655 -92 12670 0 1 29565 -92 9570 66 1
1413744557 2943072 29655 -92 12670 0 1 29565 -92 9555 66 1
1413744558 2944074 29655 -92 12670 0 1 29565 -92 9530 66 1
1413744559 2945078 29655 -92 12670 0 1 29565 -92 9500 66 1
1413744560 2946082 29655 -92 12670 0 1 29565 -92 9460 66 1
1413744561 2947085 29655 -92 12670 0 1 29565 -92 9420 66 1
1413744562 2948088 29655 -92 12670 0 1 29565 -92 9355 66 1
1413744563 2949089 29655 -92 12670 0 1 29565 -92 9285 66 1
1413744564 2950093 29655 -92 12670 0 1 29565 -92 9205 66 1
1413744565 2951095 29655 -92 12670 0 1 29565 -92 9110 66 1
1413744566 2952097 29655 -93 12665 0 1 29565 -92 9000 66 1
1413744567 2953098 29655 -93 12670 0 1 29565 -93 8870 66 1
1413744568 2954099 29655 -93 12670 0 1 29565 -93 8670 66 1
1413744569 2955102 29655 -93 12670 0 1 29565 -93 8425 66 1
1413744570 2956107 29655 -93 12670 0 1 29565 -93 8435 66 1
1413744571 2957112 29655 -93 12665 0 1 29565 -93 8425 66 1
1413744572 2958114 29655 -93 12665 0 1 29565 -95 8400 66 1
1413744573 2959116 29655 -95 12665 0 1 29565 -95 8385 66 1
1413744574 2960121 29655 -93 12665 0 1 29565 -93 8380 66 1
1413744575 2961122 29655 -93 12665 0 1 29565 -95 8385 66 1
1413744576 2962125 29655 -93 12670 0 1 29565 -93 8395 66 1
1413744577 2963129 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744578 2964130 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744579 2965134 29655 -93 12665 0 1 29565 -95 8405 66 1
1413744580 2966136 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744581 2967141 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744582 2968146 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744583 2969150 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744584 2970158 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744585 2971160 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744586 2972161 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744587 2973166 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744588 2974172 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744589 2975177 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744590 2976180 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744591 2977186 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744592 2978201 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744593 2979204 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744594 2980211 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744595 2981212 29655 -93 12665 0 1 29565 -93 8410 66 1
1413744596 2982220 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744597 2983226 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744598 2984228 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744599 2985229 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744600 2986236 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744601 2987243 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744602 2988248 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744603 2989258 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744604 2990263 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744605 2991267 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744606 2992281 29655 -93 12665 0 1 29565 -95 8405 66 1
1413744607 2993286 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744608 2994293 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744609 2995299 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744610 2996302 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744611 2997306 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744612 2998309 29655 -93 12665 0 1 29565 -93 8405 66 1
1413744613 2999312 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744614 3000316 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744615 3001322 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744616 3002324 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744617 3003325 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744618 3004332 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744619 3005337 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744620 3006345 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744621 3007351 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744622 3008356 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744623 3009361 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744624 3010365 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744625 3011369 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744626 3012374 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744627 3013380 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744628 3014382 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744629 3015386 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744630 3016389 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744631 3017396 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744632 3018403 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744633 3019412 29655 -93 12665 0 1 29565 -93 8400 66 1
1413744634 3020415 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744635 3021416 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744636 3022418 29655 -93 12665 0 1 29610 -93 8400 66 1
1413744637 3023420 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744638 3024424 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744639 3025427 29655 -95 12665 0 1 29610 -95 8395 66 1
1413744640 3026430 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744641 3027438 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744642 3028442 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744643 3029448 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744644 3030455 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744645 3031456 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744646 3032458 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744647 3033466 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744648 3034474 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744649 3035482 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744650 3036485 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744651 3037491 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744652 3038492 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744653 3039495 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744654 3040496 29655 -93 12665 0 1 29610 -95 8395 66 1
1413744655 3041497 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744656 3042500 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744657 3043511 29655 -93 12665 0 1 29610 -93 8395 66 1
1413744658 3044512 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744659 3045519 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744660 3046526 29655 -95 12660 0 1 29610 -95 8390 66 1
1413744661 3047532 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744662 3048537 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744663 3049554 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744664 3050556 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744665 3051557 29655 -93 12660 0 1 29610 -93 8395 66 1
1413744666 3052564 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744667 3053569 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744668 3054574 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744669 3055576 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744670 3056578 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744671 3057579 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744672 3058583 29655 -95 12660 0 1 29610 -95 8390 66 1
1413744673 3059584 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744674 3060590 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744675 3061598 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744676 3062603 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744677 3063606 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744678 3064611 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744679 3065615 29655 -95 12660 0 1 29610 -95 8390 66 1
1413744680 3066616 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744681 3067617 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744682 3068620 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744683 3069624 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744684 3070627 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744685 3071629 29655 -95 12660 0 1 29610 -95 8390 66 1
1413744686 3072633 29655 -95 12660 0 1 29610 -95 8390 66 1
1413744687 3073639 29655 -95 12660 0 1 29610 -95 8385 66 1
1413744688 3074641 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744689 3075642 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744690 3076645 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744691 3077649 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744692 3078653 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744693 3079657 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744694 3080665 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744695 3081667 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744696 3082672 29655 -95 12660 0 1 29610 -95 8390 66 1
1413744697 3083676 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744698 3084680 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744699 3085682 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744700 3086685 29655 -93 12660 0 1 29610 -95 8390 66 1
1413744701 3087689 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744702 3088695 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744703 3089698 29655 -93 12660 0 1 29610 -93 8390 66 1
1413744704 3090699 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744705 3091704 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744706 3092705 29655 -95 12660 0 1 29610 -95 8385 66 1
1413744707 3093710 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744708 3094717 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744709 3095720 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744710 3096723 29655 -95 12660 0 1 29610 -95 8385 66 1
1413744711 3097725 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744712 3098728 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744713 3099731 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744714 3100735 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744715 3101737 29655 -95 12660 0 1 29610 -93 8385 66 1
1413744716 3102740 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744717 3103743 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744718 3104746 29655 -95 12660 0 1 29610 -93 8385 66 1
1413744719 3105748 29655 -95 12660 0 1 29610 -95 8385 66 1
1413744720 3106752 29655 -95 12660 0 1 29610 -95 8385 66 1
1413744721 3107754 29655 -95 12660 0 1 29610 -95 8385 66 1
1413744722 3108759 29655 -95 12660 0 1 29610 -93 8385 66 1
1413744723 3109761 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744724 3110764 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744725 3111766 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744726 3112768 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744727 3113770 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744728 3114773 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744729 3115776 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744730 3116777 29655 -95 12660 0 1 29610 -95 8385 66 1
1413744731 3117784 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744732 3118787 29700 -93 12655 0 1 29610 -93 8385 66 1
1413744733 3119788 29655 -93 12655 0 1 29610 -95 8385 66 1
1413744734 3120792 29655 -93 12660 0 1 29610 -95 8385 66 1
1413744735 3121799 29700 -93 12655 0 1 29610 -95 8385 66 1
1413744736 3122800 29655 -93 12655 0 1 29610 -93 8385 66 1
1413744737 3123801 29655 -93 12655 0 1 29610 -93 8385 66 1
1413744738 3124805 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744739 3125810 29700 -93 12655 0 1 29610 -93 8385 66 1
1413744740 3126818 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744741 3127826 29655 -93 12660 0 1 29610 -93 8385 66 1
1413744742 3128833 29700 -93 12655 0 1 29610 -93 8385 66 1
1413744743 3129838 29655 -93 12655 0 1 29610 -93 8385 66 1
1413744744 3130843 29655 -93 12655 0 1 29610 -93 8385 66 1
1413744745 3131855 29700 -93 12655 0 1 29610 -93 8385 66 1
1413744746 3132861 29655 -93 12655 0 1 29610 -93 8385 66 1
1413744747 3133868 29700 -93 12655 0 1 29610 -93 8385 66 1
1413744748 3134870 29655 -93 12655 0 1 29610 -93 8385 66 1
1413744749 3135875 29655 -93 12655 0 1 29655 -93 8380 66 1
1413744750 3136879 29655 -93 12655 0 1 29610 -93 8380 66 1
1413744751 3137885 29655 -93 12655 0 1 29610 -93 8380 66 1
1413744752 3138891 29700 -93 12655 0 1 29610 -93 8380 66 1
1413744753 3139892 29655 -93 12655 0 1 29610 -93 8380 66 1
1413744754 3140893 29655 -93 12655 0 1 29655 -93 8380 66 1
1413744755 3141896 29700 -93 12655 0 1 29610 -93 8380 66 1
1413744756 3142901 29655 -93 12655 0 1 29610 -93 8380 66 1
1413744757 3143902 29700 -93 12655 0 1 29610 -93 8380 66 1
1413744758 3144905 29700 -93 12655 0 1 29610 -93 8380 66 1
1413744759 3145911 29655 -93 12655 0 1 29610 -93 8380 66 1
1413744760 3146917 29700 -93 12655 0 1 29655 -93 8380 66 1
1413744761 3147925 29700 -93 12655 0 1 29655 -93 8380 66 1
1413744762 3148930 29700 -93 12655 0 1 29610 -93 8380 66 1
1413744763 3149936 29655 -93 12655 0 1 29610 -93 8380 66 1
1413744764 3150940 29700 -93 12655 0 1 29610 -93 8380 66 1
1413744765 3151943 29655 -93 12655 0 1 29655 -93 8380 66 1
1413744766 3152947 29655 -93 12655 0 1 29655 -93 8380 66 1
1413744767 3153948 29700 -95 12655 0 1 29610 -95 8380 66 1
1413744768 3154955 29700 -95 12655 0 1 29655 -95 8380 66 1
1413744769 3155959 29700 -93 12655 0 1 29610 -93 8380 66 1
1413744770 3156964 29700 -93 12655 0 1 29610 -93 8380 66 1
1413744771 3157969 29700 -93 12655 0 1 29655 -93 8380 66 1
1413744772 3158973 29655 -93 12655 0 1 29655 -93 8380 66 1
1413744773 3159975 29700 -93 12655 0 1 29655 -93 8380 66 1
1413744774 3160977 29700 -93 12655 0 1 29655 -93 8380 66 1
1413744775 3161981 29700 -93 12655 0 1 29655 -93 8380 66 1
1413744776 3162985 29700 -93 12655 0 1 29655 -93 8380 66 1
1413744777 3163994 29700 -93 12655 0 1 29655 -93 8380 66 1
1413744779 3165002 29655 -93 12655 0 1 29655 -93 8380 66 1
1413744780 3166004 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744781 3167006 29655 -93 12655 0 1 29655 -93 8375 66 1
1413744782 3168008 29700 -93 12655 0 1 29610 -93 8375 66 1
1413744783 3169011 29655 -93 12655 0 1 29655 -93 8375 66 1
1413744784 3170015 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744785 3171019 29700 -93 12655 0 1 29610 -93 8375 66 1
1413744786 3172020 29700 -93 12655 0 1 29610 -93 8375 66 1
1413744787 3173027 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744788 3174034 29700 -93 12655 0 1 29655 -93 8380 66 1
1413744789 3175046 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744790 3176054 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744791 3177062 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744792 3178066 29700 -93 12655 0 1 29610 -93 8375 66 1
1413744793 3179070 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744794 3180082 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744795 3181089 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744796 3182094 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744797 3183104 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744798 3184111 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744799 3185113 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744800 3186115 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744801 3187123 29700 -95 12655 0 1 29655 -95 8370 66 1
1413744802 3188129 29700 -95 12655 0 1 29655 -95 8370 66 1
1413744803 3189136 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744804 3190142 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744805 3191149 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744806 3192153 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744807 3193160 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744808 3194166 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744809 3195171 29700 -93 12655 0 1 29655 -93 8375 66 1
1413744810 3196176 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744811 3197183 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744812 3198184 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744813 3199191 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744814 3200198 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744815 3201202 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744816 3202208 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744817 3203209 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744818 3204213 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744819 3205227 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744820 3206232 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744821 3207239 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744822 3208241 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744823 3209243 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744824 3210248 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744825 3211249 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744826 3212254 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744827 3213262 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744828 3214265 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744829 3215268 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744830 3216275 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744831 3217279 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744832 3218285 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744833 3219288 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744834 3220289 29700 -93 12650 0 1 29655 -93 8370 66 1
1413744835 3221298 29700 -95 12655 0 1 29655 -95 8370 66 1
1413744836 3222307 29700 -95 12655 0 1 29655 -93 8370 66 1
1413744837 3223310 29700 -93 12650 0 1 29655 -93 8370 66 1
1413744838 3224313 29700 -93 12650 0 1 29655 -95 8370 66 1
1413744839 3225322 29700 -93 12650 0 1 29655 -93 8370 66 1
1413744840 3226326 29700 -93 12650 0 1 29655 -93 8370 66 1
1413744841 3227333 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744842 3228334 29700 -93 12655 0 1 29655 -93 8365 66 1
1413744843 3229336 29700 -93 12650 0 1 29655 -93 8370 66 1
1413744844 3230343 29700 -93 12655 0 1 29655 -93 8370 66 1
1413744845 3231349 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744846 3232351 29700 -93 12650 0 1 29655 -93 8370 66 1
1413744847 3233356 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744848 3234361 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744849 3235369 29700 -93 12650 0 1 29655 -95 8365 66 1
1413744850 3236373 29700 -95 12650 0 1 29655 -95 8365 66 1
1413744851 3237377 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744852 3238379 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744853 3239387 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744854 3240391 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744855 3241396 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744856 3242400 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744857 3243404 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744858 3244407 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744859 3245415 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744860 3246416 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744861 3247417 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744862 3248423 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744863 3249425 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744864 3250428 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744865 3251430 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744866 3252436 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744867 3253442 29700 -93 12650 0 1 29655 -95 8365 66 1
1413744868 3254446 29700 -95 12650 0 1 29655 -95 8360 66 1
1413744869 3255467 29700 -95 12650 0 1 29655 -95 8365 66 1
1413744870 3256469 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744871 3257473 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744872 3258474 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744873 3259484 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744874 3260487 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744875 3261492 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744876 3262495 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744877 3263502 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744878 3264504 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744879 3265511 29700 -93 12650 0 1 29655 -93 8365 66 1
1413744880 3266516 29700 -93 12650 0 1 29655 -95 8360 66 1
1413744881 3267519 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744882 3268523 29700 -93 12650 0 1 29655 -95 8360 66 1
1413744883 3269527 29700 -95 12650 0 1 29655 -95 8360 66 1
1413744884 3270535 29700 -93 12650 0 1 29655 -95 8360 66 1
1413744885 3271539 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744886 3272546 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744887 3273548 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744888 3274551 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744889 3275553 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744890 3276559 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744891 3277562 29700 -93 12650 0 1 29655 -95 8360 66 1
1413744892 3278568 29700 -93 12650 0 1 29655 -95 8360 66 1
1413744893 3279576 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744894 3280582 29700 -93 12650 0 1 29655 -95 8360 66 1
1413744895 3281586 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744896 3282588 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744897 3283599 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744898 3284602 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744899 3285608 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744900 3286610 29700 -93 12650 0 1 29655 -95 8360 66 1
1413744901 3287611 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744902 3288618 29700 -93 12650 0 1 29655 -95 8360 66 1
1413744903 3289625 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744904 3290629 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744905 3291631 29700 -95 12650 0 1 29655 -95 8355 66 1
1413744906 3292634 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744907 3293638 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744908 3294645 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744909 3295647 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744910 3296648 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744911 3297651 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744912 3298655 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744913 3299656 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744914 3300660 29700 -93 12650 0 1 29655 -93 8360 66 1
1413744915 3301666 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744916 3302673 29700 -95 12650 0 1 29655 -95 8355 66 1
1413744917 3303674 29700 -95 12650 0 1 29655 -95 8355 66 1
1413744918 3304678 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744919 3305684 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744920 3306685 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744921 3307687 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744922 3308688 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744923 3309691 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744924 3310694 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744925 3311700 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744926 3312707 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744927 3313711 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744928 3314713 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744929 3315717 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744930 3316722 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744931 3317724 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744932 3318729 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744933 3319737 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744934 3320746 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744935 3321750 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744936 3322754 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744937 3323763 29700 -93 12650 0 1 29655 -93 8355 66 1
1413744938 3324770 29700 -93 12650 0 1 29700 -93 8355 66 1
1413744939 3325773 29700 -93 12650 0 1 29655 -93 8355 66 1
